job_id,job_title,company_name,company_location,employee_residence,industry,experience_level,employment_type,company_size,remote_ratio,remote_status,salary_usd,salary_currency,salary_local,salary_category,required_skills,education_required,years_experience,posting_date,posting_year,posting_month,application_deadline,job_description_length,benefits_score
AI12524,Ai Research Scientist,Datavision Ltd,Japan,Japan,Finance,Senior,Part-time,Small (<50 employees),100,Fully Remote,95884,USD,Not Provided,Mid,"Scala, Git, Aws",PhD,8,2024-12-16,2024,12,2025-01-21,1729,6.5
AI12525,Ai Product Manager,Quantum Computing Inc,Sweden,Ireland,Retail,Mid-level,Part-time,Small (<50 employees),50,Hybrid,88832,USD,Not Provided,Mid,"Computer Vision, Scala, Python, Mlops",PhD,3,2025-04-09,2025,4,2025-06-13,2382,6.4
AI12526,Nlp Engineer,Algorithmic Solutions,United Kingdom,United Kingdom,Transportation,Entry-level,Part-time,Small (<50 employees),0,On-site,52732,GBP,Not Provided,Mid,"Spark, Scala, Deep Learning, Mathematics",Master,0,2024-06-07,2024,6,2024-07-20,1332,6.9
AI12527,Nlp Engineer,Digital Transformation Llc,Ireland,Singapore,Gaming,Mid-level,Full-time,Medium (50-249 employees),50,Hybrid,69855,USD,Not Provided,Mid,"Deep Learning, Pytorch, Tableau, Sql, Java",Master,3,2024-03-14,2024,3,2024-05-24,1052,7.6
AI12528,Ai Architect,Machine Intelligence Group,India,United States,Technology,Executive,Part-time,Medium (50-249 employees),100,Fully Remote,175341,USD,Not Provided,High,"Sql, Kubernetes, Azure, Tableau",PhD,11,2024-08-26,2024,8,2024-10-07,1957,5.2
AI12529,Head Of Ai,Neural Networks Co,Ireland,Ireland,Healthcare,Entry-level,Contract,Small (<50 employees),0,On-site,44732,USD,Not Provided,Low,"Tableau, Pytorch, Hadoop",Associate,1,2024-12-16,2024,12,2025-01-21,1492,9.9
AI12530,Principal Data Scientist,Digital Transformation Llc,India,India,Automotive,Mid-level,Freelance,Medium (50-249 employees),0,On-site,54003,USD,Not Provided,Mid,"Kubernetes, Linux, Computer Vision",PhD,2,2024-05-24,2024,5,2024-06-17,1168,8.4
AI12531,Ai Software Engineer,Ai Innovations,Singapore,Netherlands,Consulting,Entry-level,Contract,Small (<50 employees),50,Hybrid,53797,USD,Not Provided,Mid,"Python, Data Visualization, Kubernetes",PhD,1,2024-01-02,2024,1,2024-02-04,1459,5.0
AI12532,Data Analyst,Cognitive Computing,Australia,Australia,Education,Entry-level,Part-time,Large (250+ employees),100,Fully Remote,76004,USD,Not Provided,Mid,"Statistics, Linux, Docker, Mathematics, Scala",Master,1,2024-05-01,2024,5,2024-06-01,830,7.2
AI12533,Ai Specialist,Machine Intelligence Group,Switzerland,Switzerland,Government,Mid-level,Full-time,Large (250+ employees),100,Fully Remote,141487,USD,Not Provided,High,"Pytorch, Sql, Data Visualization, Azure, Mathematics",Master,3,2024-01-07,2024,1,2024-02-21,625,8.7
AI12534,Data Analyst,Digital Transformation Llc,Germany,Germany,Energy,Mid-level,Part-time,Small (<50 employees),50,Hybrid,88000,EUR,Not Provided,Mid,"Computer Vision, Scala, Linux, Gcp",Bachelor,2,2024-04-03,2024,4,2024-05-26,2117,5.1
AI12535,Ai Consultant,Future Systems,Germany,Germany,Education,Executive,Contract,Small (<50 employees),100,Fully Remote,177952,EUR,Not Provided,High,"Python, Nlp, Aws, Gcp, Pytorch",Associate,13,2024-11-28,2024,11,2025-01-01,1936,8.2
AI12536,Data Engineer,Cognitive Computing,Switzerland,Finland,Retail,Mid-level,Freelance,Small (<50 employees),100,Fully Remote,114886,USD,Not Provided,High,"Mlops, Java, Data Visualization",PhD,2,2024-04-25,2024,4,2024-06-02,1995,6.3
AI12537,Ai Architect,Future Systems,Norway,Norway,Education,Senior,Full-time,Small (<50 employees),100,Fully Remote,130467,USD,Not Provided,High,"Scala, Deep Learning, Azure, Kubernetes, Hadoop",Associate,6,2024-01-02,2024,1,2024-02-20,1024,9.7
AI12538,Ai Research Scientist,Autonomous Tech,South Korea,South Korea,Retail,Executive,Contract,Small (<50 employees),100,Fully Remote,87446,USD,Not Provided,Mid,"Linux, Python, Tableau, Scala",PhD,10,2024-08-02,2024,8,2024-10-10,849,9.0
AI12539,Data Analyst,Autonomous Tech,South Korea,Ireland,Government,Entry-level,Part-time,Large (250+ employees),100,Fully Remote,46485,USD,Not Provided,Low,"Mathematics, Tensorflow, Mlops, Hadoop, Linux",PhD,1,2024-04-05,2024,4,2024-04-24,2382,7.5
AI12540,Data Scientist,Cognitive Computing,Israel,China,Telecommunications,Executive,Full-time,Medium (50-249 employees),50,Hybrid,157021,USD,Not Provided,High,"R, Tensorflow, Tableau, Python",PhD,10,2025-01-16,2025,1,2025-02-24,868,9.5
AI12541,Head Of Ai,Techcorp Inc,India,India,Technology,Executive,Contract,Medium (50-249 employees),0,On-site,154717,USD,Not Provided,High,"Hadoop, Scala, Spark",Bachelor,14,2024-01-01,2024,1,2024-03-03,1372,7.9
AI12542,Ml Ops Engineer,Ai Innovations,Finland,Finland,Telecommunications,Senior,Part-time,Large (250+ employees),100,Fully Remote,90265,USD,Not Provided,Mid,"Java, Mathematics, Hadoop, Kubernetes, Mlops",PhD,5,2025-01-04,2025,1,2025-03-18,1507,9.2
AI12543,Ml Ops Engineer,Cloud Ai Solutions,Sweden,United Kingdom,Media,Mid-level,Contract,Large (250+ employees),100,Fully Remote,109967,USD,Not Provided,High,"Data Visualization, R, Python",Master,4,2025-01-12,2025,1,2025-03-19,2091,6.6
AI12544,Data Analyst,Cloud Ai Solutions,Norway,Norway,Gaming,Mid-level,Contract,Large (250+ employees),50,Hybrid,111820,USD,Not Provided,High,"Scala, Java, Tableau",Associate,4,2024-04-29,2024,4,2024-05-29,1613,7.8
AI12545,Machine Learning Engineer,Quantum Computing Inc,Israel,Israel,Technology,Senior,Full-time,Large (250+ employees),50,Hybrid,108040,USD,Not Provided,High,"Scala, R, Spark, Azure",Associate,9,2024-01-19,2024,1,2024-03-31,1269,5.7
AI12546,Ai Software Engineer,Cognitive Computing,China,United States,Media,Executive,Contract,Small (<50 employees),50,Hybrid,119039,USD,Not Provided,High,"Sql, Gcp, Mathematics",Master,16,2024-04-29,2024,4,2024-06-03,1214,5.5
AI12547,Principal Data Scientist,Neural Networks Co,Finland,Finland,Transportation,Executive,Contract,Medium (50-249 employees),0,On-site,157249,USD,Not Provided,High,"Deep Learning, Nlp, Data Visualization, Sql",Associate,10,2024-01-06,2024,1,2024-01-24,1155,6.0
AI12548,Ai Specialist,Predictive Systems,Singapore,Singapore,Gaming,Senior,Freelance,Large (250+ employees),50,Hybrid,152371,USD,Not Provided,High,"Git, Tableau, Statistics",Master,5,2025-03-06,2025,3,2025-04-26,2397,6.7
AI12549,Data Engineer,Cognitive Computing,Germany,Austria,Manufacturing,Entry-level,Freelance,Medium (50-249 employees),50,Hybrid,73744,EUR,Not Provided,Mid,"Gcp, Scala, Statistics",Bachelor,0,2024-05-16,2024,5,2024-06-20,899,6.2
AI12550,Ai Consultant,Quantum Computing Inc,Austria,Austria,Manufacturing,Mid-level,Contract,Medium (50-249 employees),0,On-site,68667,USD,Not Provided,Mid,"Python, Gcp, Mlops, Hadoop, Computer Vision",Bachelor,4,2024-11-03,2024,11,2024-11-27,2219,9.5
AI12551,Data Scientist,Predictive Systems,France,Austria,Government,Executive,Part-time,Small (<50 employees),0,On-site,147367,EUR,Not Provided,High,"Scala, Kubernetes, Data Visualization",PhD,13,2024-09-24,2024,9,2024-11-01,1604,7.4
AI12552,Data Analyst,Quantum Computing Inc,Canada,Canada,Finance,Executive,Contract,Medium (50-249 employees),100,Fully Remote,193828,USD,Not Provided,High,"Mathematics, Python, Tableau, Nlp, Tensorflow",Bachelor,10,2025-01-16,2025,1,2025-03-28,1889,8.1
AI12553,Autonomous Systems Engineer,Predictive Systems,Sweden,Sweden,Government,Entry-level,Part-time,Large (250+ employees),0,On-site,90869,USD,Not Provided,Mid,"Scala, Data Visualization, Kubernetes",PhD,1,2024-05-31,2024,5,2024-07-04,1006,7.0
AI12554,Ai Specialist,Algorithmic Solutions,Germany,Sweden,Real Estate,Executive,Contract,Small (<50 employees),50,Hybrid,138010,EUR,Not Provided,High,"Git, Hadoop, Aws, Scala, Python",Master,17,2024-05-12,2024,5,2024-05-26,1757,9.2
AI12555,Ai Product Manager,Digital Transformation Llc,Norway,Norway,Technology,Entry-level,Part-time,Medium (50-249 employees),50,Hybrid,94643,USD,Not Provided,Mid,"R, Python, Sql, Pytorch, Kubernetes",Bachelor,0,2025-01-30,2025,1,2025-02-22,2364,8.5
AI12556,Ai Specialist,Future Systems,Switzerland,Switzerland,Education,Mid-level,Full-time,Small (<50 employees),0,On-site,112664,USD,Not Provided,High,"Sql, Pytorch, Docker, R",Associate,2,2024-12-20,2024,12,2025-02-01,1957,5.1
AI12557,Robotics Engineer,Ai Innovations,Sweden,Netherlands,Government,Entry-level,Full-time,Large (250+ employees),50,Hybrid,85163,USD,Not Provided,Mid,"Linux, Scala, Computer Vision, Tableau",Master,0,2024-02-06,2024,2,2024-03-28,641,5.0
AI12558,Ai Architect,Ai Innovations,Germany,Germany,Healthcare,Entry-level,Part-time,Medium (50-249 employees),0,On-site,63294,EUR,Not Provided,Mid,"Scala, Kubernetes, Computer Vision, Aws, Python",Associate,0,2024-01-21,2024,1,2024-04-03,898,7.1
AI12559,Head Of Ai,Predictive Systems,Singapore,Sweden,Education,Entry-level,Part-time,Medium (50-249 employees),100,Fully Remote,69669,USD,Not Provided,Mid,"Spark, Aws, Sql, Nlp, Docker",Master,1,2024-04-28,2024,4,2024-06-30,954,8.2
AI12560,Nlp Engineer,Deeptech Ventures,Singapore,Singapore,Finance,Senior,Freelance,Small (<50 employees),0,On-site,112771,USD,Not Provided,High,"Tableau, Azure, Scala, Gcp, Python",Master,8,2024-11-22,2024,11,2025-01-14,1677,9.1
AI12561,Ai Consultant,Deeptech Ventures,Finland,Finland,Energy,Entry-level,Full-time,Large (250+ employees),100,Fully Remote,50226,USD,Not Provided,Mid,"Kubernetes, R, Sql",Associate,1,2024-05-27,2024,5,2024-06-20,1267,5.5
AI12562,Principal Data Scientist,Neural Networks Co,Finland,Finland,Consulting,Mid-level,Contract,Large (250+ employees),50,Hybrid,59556,USD,Not Provided,Mid,"Spark, Python, Git, Deep Learning",PhD,3,2025-02-13,2025,2,2025-04-01,896,5.9
AI12563,Data Scientist,Techcorp Inc,China,Germany,Technology,Entry-level,Full-time,Medium (50-249 employees),100,Fully Remote,48254,USD,Not Provided,Low,"Mlops, Spark, Python, Tensorflow, Java",PhD,0,2024-10-31,2024,10,2024-12-09,2480,8.9
AI12564,Head Of Ai,Digital Transformation Llc,Sweden,Switzerland,Retail,Executive,Part-time,Small (<50 employees),50,Hybrid,206030,USD,Not Provided,High,"Hadoop, Sql, Python, Java, Tensorflow",Associate,13,2024-11-25,2024,11,2025-01-05,1740,9.8
AI12565,Machine Learning Engineer,Quantum Computing Inc,Sweden,France,Energy,Executive,Contract,Small (<50 employees),100,Fully Remote,144740,USD,Not Provided,High,"Kubernetes, Linux, Gcp",Bachelor,14,2024-10-22,2024,10,2024-12-27,782,9.5
AI12566,Deep Learning Engineer,Autonomous Tech,India,India,Energy,Senior,Contract,Large (250+ employees),100,Fully Remote,104075,USD,Not Provided,High,"Kubernetes, Tableau, Mlops, Sql, Linux",Master,5,2025-02-28,2025,2,2025-04-03,2193,7.6
AI12567,Data Engineer,Cognitive Computing,United Kingdom,United Kingdom,Education,Senior,Freelance,Large (250+ employees),0,On-site,129742,GBP,Not Provided,High,"Scala, Mlops, Statistics, Deep Learning",Bachelor,6,2024-02-27,2024,2,2024-04-14,1475,10.0
AI12568,Ai Research Scientist,Machine Intelligence Group,Sweden,Sweden,Automotive,Entry-level,Part-time,Large (250+ employees),100,Fully Remote,68643,USD,Not Provided,Mid,"Sql, Git, Aws",Associate,1,2024-09-07,2024,9,2024-11-19,1288,6.0
AI12569,Nlp Engineer,Future Systems,India,Israel,Energy,Executive,Contract,Medium (50-249 employees),0,On-site,121223,USD,Not Provided,High,"Git, Sql, Tensorflow",PhD,15,2024-01-24,2024,1,2024-04-02,879,5.3
AI12570,Research Scientist,Quantum Computing Inc,Australia,Denmark,Media,Senior,Contract,Small (<50 employees),0,On-site,93919,USD,Not Provided,Mid,"Azure, Pytorch, Sql, Computer Vision, Git",PhD,5,2024-03-06,2024,3,2024-04-22,2297,5.3
AI12571,Ai Product Manager,Predictive Systems,Finland,Australia,Education,Mid-level,Full-time,Medium (50-249 employees),50,Hybrid,62292,USD,Not Provided,Mid,"Hadoop, Tableau, Gcp, Deep Learning",PhD,2,2024-08-05,2024,8,2024-10-06,1288,9.2
AI12572,Ai Consultant,Datavision Ltd,Netherlands,Netherlands,Gaming,Entry-level,Freelance,Large (250+ employees),100,Fully Remote,63692,EUR,Not Provided,Mid,"Azure, Java, Hadoop, Pytorch",Master,0,2024-05-04,2024,5,2024-06-30,956,5.1
AI12573,Ai Product Manager,Quantum Computing Inc,Israel,United Kingdom,Finance,Entry-level,Freelance,Large (250+ employees),100,Fully Remote,46492,USD,Not Provided,Low,"Python, Tableau, Sql",Bachelor,1,2024-03-04,2024,3,2024-04-18,2000,5.1
AI12574,Deep Learning Engineer,Digital Transformation Llc,Japan,Japan,Manufacturing,Executive,Full-time,Small (<50 employees),100,Fully Remote,97364,USD,Not Provided,Mid,"Docker, Gcp, Computer Vision, Mathematics",Associate,16,2024-02-20,2024,2,2024-03-11,909,9.0
AI12575,Data Analyst,Quantum Computing Inc,China,Israel,Manufacturing,Entry-level,Freelance,Large (250+ employees),50,Hybrid,46327,USD,Not Provided,Low,"Scala, Java, Docker, R",PhD,0,2025-04-19,2025,4,2025-05-03,2009,5.5
AI12576,Deep Learning Engineer,Algorithmic Solutions,Norway,Norway,Transportation,Mid-level,Freelance,Medium (50-249 employees),0,On-site,127669,USD,Not Provided,High,"Gcp, Spark, Python",Bachelor,4,2024-05-17,2024,5,2024-07-14,579,6.9
AI12577,Data Analyst,Predictive Systems,Switzerland,Switzerland,Manufacturing,Entry-level,Full-time,Small (<50 employees),0,On-site,69285,USD,Not Provided,Mid,"Tableau, Python, Tensorflow, Computer Vision, Statistics",Master,1,2024-05-28,2024,5,2024-06-25,2464,8.4
AI12578,Deep Learning Engineer,Techcorp Inc,Austria,Germany,Government,Senior,Contract,Large (250+ employees),50,Hybrid,121444,USD,Not Provided,High,"Gcp, Tableau, Azure, Mlops",Associate,5,2024-08-21,2024,8,2024-10-07,663,9.6
AI12579,Head Of Ai,Cognitive Computing,Israel,Israel,Finance,Mid-level,Part-time,Small (<50 employees),100,Fully Remote,52828,USD,Not Provided,Mid,"Gcp, Tensorflow, Data Visualization",Master,2,2024-04-28,2024,4,2024-05-31,1948,6.9
AI12580,Data Analyst,Cloud Ai Solutions,Japan,Japan,Healthcare,Senior,Freelance,Medium (50-249 employees),50,Hybrid,100613,USD,Not Provided,High,"Aws, Linux, Tableau",Associate,7,2025-03-03,2025,3,2025-04-03,2397,5.8
AI12581,Nlp Engineer,Machine Intelligence Group,Austria,Austria,Automotive,Mid-level,Full-time,Small (<50 employees),0,On-site,68434,USD,Not Provided,Mid,"Tensorflow, Aws, Pytorch",Master,3,2024-09-04,2024,9,2024-11-15,634,8.1
AI12582,Ai Architect,Deeptech Ventures,Norway,Norway,Energy,Mid-level,Contract,Large (250+ employees),50,Hybrid,156882,USD,Not Provided,High,"Scala, Python, Spark",Associate,4,2024-02-16,2024,2,2024-04-19,581,9.6
AI12583,Autonomous Systems Engineer,Techcorp Inc,Austria,Austria,Transportation,Mid-level,Contract,Large (250+ employees),100,Fully Remote,83492,USD,Not Provided,Mid,"Hadoop, Data Visualization, Python, Mlops",Associate,2,2025-02-04,2025,2,2025-04-12,853,8.6
AI12584,Principal Data Scientist,Predictive Systems,Sweden,Sweden,Government,Executive,Full-time,Small (<50 employees),100,Fully Remote,173509,USD,Not Provided,High,"Python, Tensorflow, Data Visualization, Kubernetes, Statistics",Bachelor,15,2024-10-29,2024,10,2024-12-29,2159,7.3
AI12585,Ai Architect,Machine Intelligence Group,Australia,United Kingdom,Real Estate,Senior,Part-time,Small (<50 employees),100,Fully Remote,136175,USD,Not Provided,High,"Aws, Sql, Nlp, Data Visualization",PhD,8,2024-11-16,2024,11,2024-12-04,521,6.8
AI12586,Head Of Ai,Quantum Computing Inc,India,India,Government,Executive,Part-time,Medium (50-249 employees),50,Hybrid,160173,USD,Not Provided,High,"R, Aws, Sql, Data Visualization, Tensorflow",Master,17,2024-06-05,2024,6,2024-06-23,1086,6.0
AI12587,Ai Specialist,Ai Innovations,Denmark,Denmark,Media,Mid-level,Part-time,Small (<50 employees),50,Hybrid,107708,USD,Not Provided,High,"Mathematics, R, Scala, Statistics",Bachelor,2,2025-03-04,2025,3,2025-04-20,900,9.5
AI12588,Ai Research Scientist,Quantum Computing Inc,Norway,China,Technology,Executive,Part-time,Medium (50-249 employees),100,Fully Remote,303422,USD,Not Provided,High,"Sql, Scala, Pytorch, Kubernetes, Linux",Master,15,2024-12-31,2024,12,2025-02-01,562,5.1
AI12589,Data Scientist,Algorithmic Solutions,Canada,Canada,Consulting,Senior,Contract,Medium (50-249 employees),0,On-site,110717,USD,Not Provided,High,"Linux, Computer Vision, Data Visualization",PhD,7,2024-09-30,2024,9,2024-11-21,1420,8.8
AI12590,Machine Learning Engineer,Predictive Systems,Japan,Japan,Real Estate,Senior,Freelance,Medium (50-249 employees),100,Fully Remote,102674,USD,Not Provided,High,"Aws, Docker, R, Sql, Java",Master,9,2024-09-26,2024,9,2024-12-03,531,9.6
AI12591,Data Scientist,Deeptech Ventures,Austria,Austria,Technology,Entry-level,Full-time,Medium (50-249 employees),0,On-site,52576,USD,Not Provided,Mid,"R, Mlops, Python, Deep Learning, Data Visualization",Associate,0,2025-03-27,2025,3,2025-05-28,1345,6.7
AI12592,Computer Vision Engineer,Predictive Systems,Germany,Germany,Transportation,Executive,Freelance,Small (<50 employees),0,On-site,173523,EUR,Not Provided,High,"Gcp, Tableau, Data Visualization",Bachelor,19,2025-01-29,2025,1,2025-04-01,2479,9.8
AI12593,Data Engineer,Cloud Ai Solutions,Canada,Norway,Finance,Mid-level,Full-time,Small (<50 employees),100,Fully Remote,62476,USD,Not Provided,Mid,"Mathematics, Gcp, Docker, Statistics",PhD,3,2024-01-09,2024,1,2024-03-14,1083,5.7
AI12594,Robotics Engineer,Advanced Robotics,Ireland,Ireland,Gaming,Entry-level,Contract,Medium (50-249 employees),0,On-site,46999,USD,Not Provided,Low,"Computer Vision, Python, Mlops",Bachelor,1,2024-09-02,2024,9,2024-10-26,1434,6.5
AI12595,Ai Software Engineer,Deeptech Ventures,Australia,France,Retail,Entry-level,Part-time,Small (<50 employees),100,Fully Remote,64209,USD,Not Provided,Mid,"Azure, Git, Tensorflow, Python, Data Visualization",Associate,0,2024-03-23,2024,3,2024-04-16,2474,5.8
AI12596,Ai Architect,Neural Networks Co,Ireland,Ireland,Consulting,Senior,Part-time,Medium (50-249 employees),0,On-site,73629,USD,Not Provided,Mid,"Kubernetes, Sql, Docker, Aws",Bachelor,6,2024-05-21,2024,5,2024-06-14,1111,6.0
AI12597,Data Scientist,Advanced Robotics,Norway,Norway,Consulting,Executive,Contract,Large (250+ employees),100,Fully Remote,361723,USD,Not Provided,High,"Kubernetes, R, Statistics",Associate,19,2024-08-27,2024,8,2024-09-26,1810,5.7
AI12598,Robotics Engineer,Ai Innovations,Norway,Austria,Transportation,Executive,Full-time,Large (250+ employees),50,Hybrid,336616,USD,Not Provided,High,"Scala, Gcp, Deep Learning",Bachelor,18,2024-10-21,2024,10,2024-11-21,1540,8.8
AI12599,Data Analyst,Predictive Systems,Netherlands,Netherlands,Real Estate,Entry-level,Freelance,Medium (50-249 employees),0,On-site,61974,EUR,Not Provided,Mid,"Aws, Python, Azure, Computer Vision, Tensorflow",Master,1,2025-02-08,2025,2,2025-02-22,1186,9.8
AI12600,Data Analyst,Cloud Ai Solutions,China,United States,Retail,Executive,Freelance,Large (250+ employees),100,Fully Remote,203496,USD,Not Provided,High,"Python, Tensorflow, Docker, Mlops, Hadoop",Associate,14,2025-01-11,2025,1,2025-03-06,2496,7.7
AI12601,Research Scientist,Neural Networks Co,United States,India,Energy,Mid-level,Contract,Large (250+ employees),50,Hybrid,135405,USD,Not Provided,High,"Nlp, Python, R",PhD,4,2024-04-16,2024,4,2024-06-24,1957,9.0
AI12602,Deep Learning Engineer,Quantum Computing Inc,Finland,Finland,Energy,Mid-level,Freelance,Large (250+ employees),50,Hybrid,84002,USD,Not Provided,Mid,"Git, Python, Hadoop",Bachelor,3,2025-02-12,2025,2,2025-04-12,2093,6.5
AI12603,Research Scientist,Techcorp Inc,Denmark,Denmark,Government,Mid-level,Freelance,Small (<50 employees),0,On-site,127644,USD,Not Provided,High,"Kubernetes, Sql, Hadoop",Associate,3,2024-09-20,2024,9,2024-11-26,599,9.0
AI12604,Head Of Ai,Cloud Ai Solutions,Sweden,Sweden,Manufacturing,Mid-level,Part-time,Large (250+ employees),0,On-site,84975,USD,Not Provided,Mid,"Tableau, Docker, Computer Vision, Python",Bachelor,4,2024-03-01,2024,3,2024-04-23,1773,9.3
AI12605,Ai Product Manager,Machine Intelligence Group,France,France,Automotive,Mid-level,Part-time,Large (250+ employees),0,On-site,88345,EUR,Not Provided,Mid,"Aws, Docker, Mathematics, Kubernetes",Associate,4,2024-03-30,2024,3,2024-04-27,614,6.5
AI12606,Data Scientist,Autonomous Tech,Canada,Canada,Retail,Executive,Freelance,Large (250+ employees),50,Hybrid,167590,USD,Not Provided,High,"Git, Data Visualization, Statistics",Master,11,2024-07-19,2024,7,2024-08-27,2258,10.0
AI12607,Data Analyst,Quantum Computing Inc,Canada,Canada,Real Estate,Mid-level,Full-time,Large (250+ employees),50,Hybrid,109075,USD,Not Provided,High,"Python, Gcp, Tensorflow, Computer Vision, Tableau",Bachelor,2,2024-07-02,2024,7,2024-08-21,2402,5.5
AI12608,Ai Software Engineer,Predictive Systems,Germany,France,Energy,Mid-level,Part-time,Large (250+ employees),0,On-site,101089,EUR,Not Provided,High,"Mathematics, Scala, Tensorflow",Master,2,2024-04-01,2024,4,2024-04-27,2078,7.5
AI12609,Machine Learning Researcher,Cloud Ai Solutions,South Korea,South Korea,Finance,Senior,Freelance,Large (250+ employees),50,Hybrid,122308,USD,Not Provided,High,"Spark, Java, Docker",Associate,5,2024-05-10,2024,5,2024-05-31,1596,9.2
AI12610,Machine Learning Researcher,Datavision Ltd,Denmark,Denmark,Education,Executive,Freelance,Small (<50 employees),50,Hybrid,178608,USD,Not Provided,High,"Python, Mathematics, Git, Data Visualization",Associate,16,2024-11-22,2024,11,2024-12-08,549,6.3
AI12611,Deep Learning Engineer,Cloud Ai Solutions,Germany,Germany,Real Estate,Mid-level,Freelance,Large (250+ employees),0,On-site,98317,EUR,Not Provided,Mid,"Hadoop, Python, Tableau, Scala",Bachelor,4,2024-09-16,2024,9,2024-10-24,1553,9.9
AI12612,Deep Learning Engineer,Cognitive Computing,Israel,Austria,Energy,Executive,Part-time,Large (250+ employees),100,Fully Remote,202230,USD,Not Provided,High,"Pytorch, Tensorflow, R, Git, Hadoop",Associate,16,2024-02-25,2024,2,2024-04-16,1953,8.4
AI12613,Head Of Ai,Techcorp Inc,Canada,Canada,Energy,Entry-level,Full-time,Small (<50 employees),50,Hybrid,52027,USD,Not Provided,Mid,"Azure, Python, Tensorflow",Bachelor,0,2024-07-06,2024,7,2024-08-09,1515,7.2
AI12614,Principal Data Scientist,Advanced Robotics,Canada,Canada,Technology,Entry-level,Full-time,Small (<50 employees),0,On-site,60171,USD,Not Provided,Mid,"Gcp, Git, Kubernetes, Pytorch, Azure",Bachelor,1,2024-06-19,2024,6,2024-08-07,1620,7.3
AI12615,Deep Learning Engineer,Future Systems,Switzerland,Switzerland,Healthcare,Senior,Part-time,Medium (50-249 employees),50,Hybrid,162700,USD,Not Provided,High,"Python, Git, Data Visualization",Bachelor,8,2025-02-26,2025,2,2025-04-21,2262,9.2
AI12616,Autonomous Systems Engineer,Deeptech Ventures,Switzerland,Switzerland,Real Estate,Mid-level,Freelance,Small (<50 employees),50,Hybrid,107581,USD,Not Provided,High,"Tensorflow, Statistics, Nlp, Aws, Mathematics",PhD,3,2025-03-02,2025,3,2025-04-18,1247,8.6
AI12617,Data Engineer,Future Systems,Switzerland,Switzerland,Transportation,Executive,Part-time,Medium (50-249 employees),0,On-site,192855,USD,Not Provided,High,"Tableau, Spark, Linux, Mlops",PhD,10,2024-08-13,2024,8,2024-10-11,618,8.6
AI12618,Research Scientist,Advanced Robotics,Netherlands,France,Telecommunications,Entry-level,Contract,Medium (50-249 employees),50,Hybrid,61361,EUR,Not Provided,Mid,"Python, Linux, Nlp",Master,1,2024-08-22,2024,8,2024-10-09,2144,8.1
AI12619,Ai Research Scientist,Quantum Computing Inc,France,France,Finance,Senior,Freelance,Small (<50 employees),50,Hybrid,123797,EUR,Not Provided,High,"Python, Java, Statistics, Nlp, Linux",Bachelor,6,2024-12-15,2024,12,2025-01-12,2252,6.5
AI12620,Machine Learning Researcher,Machine Intelligence Group,South Korea,South Korea,Manufacturing,Executive,Part-time,Small (<50 employees),50,Hybrid,122811,USD,Not Provided,High,"Java, Scala, Kubernetes",PhD,11,2024-10-23,2024,10,2024-11-08,668,6.6
AI12621,Ai Product Manager,Autonomous Tech,Japan,Japan,Automotive,Senior,Part-time,Large (250+ employees),100,Fully Remote,111857,USD,Not Provided,High,"Tableau, Tensorflow, Gcp, Kubernetes, Linux",PhD,9,2024-02-12,2024,2,2024-04-16,1580,8.4
AI12622,Ai Research Scientist,Machine Intelligence Group,Germany,Germany,Government,Mid-level,Contract,Small (<50 employees),50,Hybrid,95569,EUR,Not Provided,Mid,"Scala, Deep Learning, Azure, Python",PhD,2,2024-11-28,2024,11,2025-01-01,709,7.9
AI12623,Ai Software Engineer,Predictive Systems,Denmark,China,Media,Entry-level,Full-time,Large (250+ employees),0,On-site,117928,USD,Not Provided,High,"Nlp, Scala, R, Azure, Computer Vision",Master,1,2025-01-12,2025,1,2025-01-31,545,6.6
AI12624,Ai Architect,Smart Analytics,Netherlands,Netherlands,Real Estate,Executive,Contract,Medium (50-249 employees),50,Hybrid,242362,EUR,Not Provided,High,"Mathematics, Spark, Python",Master,15,2024-07-19,2024,7,2024-09-13,1081,8.2
AI12625,Data Engineer,Future Systems,Austria,Austria,Manufacturing,Entry-level,Full-time,Large (250+ employees),0,On-site,51000,USD,Not Provided,Mid,"Nlp, Tensorflow, Mlops, Python",Bachelor,0,2024-08-24,2024,8,2024-10-12,1396,7.7
AI12626,Ai Specialist,Autonomous Tech,Norway,Norway,Real Estate,Entry-level,Contract,Large (250+ employees),50,Hybrid,77526,USD,Not Provided,Mid,"Mathematics, Gcp, Deep Learning",Master,0,2024-06-16,2024,6,2024-08-04,1074,6.4
AI12627,Research Scientist,Cloud Ai Solutions,Australia,Australia,Real Estate,Executive,Full-time,Medium (50-249 employees),100,Fully Remote,225751,USD,Not Provided,High,"Data Visualization, Deep Learning, Kubernetes",Associate,10,2025-03-19,2025,3,2025-05-21,2366,7.0
AI12628,Ai Specialist,Quantum Computing Inc,Japan,Japan,Technology,Entry-level,Freelance,Medium (50-249 employees),50,Hybrid,52323,USD,Not Provided,Mid,"Gcp, Aws, Sql, Mathematics",PhD,0,2024-04-14,2024,4,2024-06-07,1043,6.2
AI12629,Ai Consultant,Predictive Systems,Austria,Austria,Healthcare,Senior,Part-time,Large (250+ employees),100,Fully Remote,87120,USD,Not Provided,Mid,"Nlp, Tensorflow, Java, Mathematics, Python",Bachelor,7,2024-09-17,2024,9,2024-10-10,1446,5.7
