job_id,job_title,salary_usd,salary_category,remote_status,experience_level,employment_type,company_location,employee_residence,company_name,company_size,remote_ratio,salary_currency,salary_local,required_skills,education_required,years_experience,industry,posting_date,posting_year,posting_month,application_deadline,job_description_length,benefits_score
AI13286,Nlp Engineer,69967,Mid,On-site,Mi,Pt,Japan,Japan,Deeptech Ventures,S,0,Usd,Not Provided,"Spark, NLP, Azure, Linux, Computer Vision",PhD,4,Retail,2025-01-08,2025,1,2025-02-09,1908,5.9
AI13287,Research Scientist,178425,High,Hybrid,Se,Ct,Singapore,Singapore,Techcorp Inc,L,50,Usd,Not Provided,"Git, Python, R, Spark, GCP",PhD,7,Energy,2024-07-18,2024,7,2024-09-04,2212,5.9
AI13288,Machine Learning Researcher,49809,Low,Fully Remote,En,Ft,Netherlands,Netherlands,Neural Networks Co,S,100,Eur,Not Provided,"TensorFlow, Scala, Azure, Git",PhD,1,Telecommunications,2025-03-26,2025,3,2025-05-12,1981,5.9
AI13289,Nlp Engineer,68836,Mid,Fully Remote,Mi,Fl,Canada,Canada,Smart Analytics,S,100,Usd,Not Provided,"Computer Vision, Hadoop, Tableau",Master,2,Automotive,2024-09-03,2024,9,2024-11-03,1326,9.7
AI13290,Autonomous Systems Engineer,86514,Mid,Fully Remote,Mi,Ft,Canada,Canada,Advanced Robotics,S,100,Usd,Not Provided,"GCP, TensorFlow, Tableau",PhD,3,Healthcare,2024-03-22,2024,3,2024-04-28,1818,8.3
AI13291,Data Engineer,39704,Low,On-site,En,Pt,Israel,Israel,Smart Analytics,M,0,Usd,Not Provided,"Spark, R, Data Visualization, Git, SQL",PhD,0,Finance,2024-09-26,2024,9,2024-10-14,1869,9.8
AI13292,Autonomous Systems Engineer,79337,Mid,Fully Remote,Mi,Ct,Canada,Netherlands,Cognitive Computing,M,100,Usd,Not Provided,"AWS, Java, Data Visualization, Python, MLOps",Associate,4,Government,2024-02-07,2024,2,2024-03-25,1850,5.0
AI13293,Autonomous Systems Engineer,147022,High,Hybrid,Mi,Ft,Norway,Norway,Algorithmic Solutions,L,50,Usd,Not Provided,"SQL, PyTorch, Computer Vision, Spark",Bachelor,2,Telecommunications,2024-04-03,2024,4,2024-05-04,1245,6.8
AI13294,Computer Vision Engineer,98756,Mid,On-site,En,Pt,Denmark,Denmark,Cloud Ai Solutions,M,0,Usd,Not Provided,"Azure, SQL, Tableau, PyTorch, Hadoop",Bachelor,1,Automotive,2024-08-31,2024,8,2024-10-12,2413,9.7
AI13295,Machine Learning Engineer,86047,Mid,Hybrid,En,Ct,United States,United States,Datavision Ltd,M,50,Usd,Not Provided,"MLOps, Kubernetes, SQL",Associate,1,Gaming,2024-12-23,2024,12,2025-01-11,2320,5.0
AI13296,Nlp Engineer,114842,High,Fully Remote,Mi,Pt,Denmark,Denmark,Quantum Computing Inc,M,100,Usd,Not Provided,"SQL, Scala, GCP, Kubernetes, Statistics",Master,4,Transportation,2024-10-08,2024,10,2024-10-30,1837,6.8
AI13297,Robotics Engineer,53306,Mid,Hybrid,Mi,Ct,India,Sweden,Machine Intelligence Group,S,50,Usd,Not Provided,"Docker, Tableau, PyTorch, Hadoop",Associate,2,Retail,2024-02-26,2024,2,2024-04-07,2446,8.1
AI13298,Ai Research Scientist,61973,Mid,Hybrid,Mi,Fl,China,China,Datavision Ltd,L,50,Usd,Not Provided,"Scala, Data Visualization, Deep Learning",Master,3,Retail,2025-03-18,2025,3,2025-04-17,2186,7.1
AI13299,Nlp Engineer,96162,Mid,Fully Remote,En,Ft,Switzerland,Switzerland,Algorithmic Solutions,S,100,Usd,Not Provided,"SQL, Spark, Java, R",PhD,1,Real Estate,2024-11-08,2024,11,2024-12-07,2290,9.6
AI13300,Nlp Engineer,60974,Mid,Hybrid,En,Ft,Germany,Singapore,Quantum Computing Inc,M,50,Eur,Not Provided,"R, Spark, Git, Python, Java",PhD,0,Media,2025-04-11,2025,4,2025-04-30,542,6.9
AI13301,Data Scientist,258588,High,Fully Remote,Ex,Pt,Netherlands,Singapore,Neural Networks Co,L,100,Eur,Not Provided,"Hadoop, Kubernetes, Spark, Python, Computer Vision",Master,13,Healthcare,2025-03-07,2025,3,2025-05-15,2004,8.2
AI13302,Deep Learning Engineer,98399,Mid,Fully Remote,Mi,Ft,United States,United States,Machine Intelligence Group,L,100,Usd,Not Provided,"Java, GCP, NLP, Computer Vision, Scala",Master,4,Retail,2025-01-30,2025,1,2025-04-12,1752,5.3
AI13303,Ai Research Scientist,68049,Mid,On-site,En,Fl,Norway,Norway,Smart Analytics,S,0,Usd,Not Provided,"GCP, Linux, Mathematics",Master,0,Real Estate,2024-02-02,2024,2,2024-03-30,1080,9.1
AI13304,Machine Learning Researcher,155893,High,Fully Remote,Ex,Ft,Germany,Ireland,Autonomous Tech,S,100,Eur,Not Provided,"Java, Deep Learning, R, Scala",Master,13,Gaming,2024-10-19,2024,10,2024-12-05,922,5.4
AI13305,Ai Research Scientist,240667,High,On-site,Ex,Ct,Australia,Australia,Cognitive Computing,L,0,Usd,Not Provided,"Deep Learning, AWS, Data Visualization",Master,18,Transportation,2024-10-28,2024,10,2024-12-03,644,5.8
AI13306,Data Analyst,61381,Mid,Hybrid,Mi,Pt,Israel,Israel,Ai Innovations,L,50,Usd,Not Provided,"PyTorch, Linux, NLP, GCP, Spark",Master,3,Telecommunications,2024-08-26,2024,8,2024-09-25,2075,8.8
AI13307,Nlp Engineer,67187,Mid,On-site,En,Fl,Germany,Germany,Predictive Systems,M,0,Eur,Not Provided,"Mathematics, Data Visualization, Java",Associate,0,Media,2025-04-07,2025,4,2025-05-17,829,9.9
AI13308,Deep Learning Engineer,185089,High,Fully Remote,Se,Fl,Denmark,Switzerland,Autonomous Tech,L,100,Usd,Not Provided,"Deep Learning, Data Visualization, Spark",Master,9,Finance,2024-06-01,2024,6,2024-07-17,971,6.8
AI13309,Head Of Ai,53209,Mid,Hybrid,Mi,Fl,Ireland,Ireland,Quantum Computing Inc,S,50,Usd,Not Provided,"MLOps, NLP, Python",Associate,2,Healthcare,2024-07-10,2024,7,2024-08-13,1180,8.9
AI13310,Ai Specialist,94844,Mid,Hybrid,Mi,Ft,Netherlands,Netherlands,Datavision Ltd,L,50,Eur,Not Provided,"Azure, R, Java, SQL",Master,4,Technology,2024-07-16,2024,7,2024-08-07,2092,6.0
AI13311,Deep Learning Engineer,70986,Mid,Fully Remote,Mi,Fl,Austria,Austria,Digital Transformation Llc,M,100,Usd,Not Provided,"NLP, SQL, TensorFlow",Bachelor,2,Finance,2024-11-18,2024,11,2024-12-23,1426,8.9
AI13312,Ai Research Scientist,64929,Mid,Hybrid,Mi,Pt,India,India,Datavision Ltd,S,50,Usd,Not Provided,"Data Visualization, Python, Computer Vision",PhD,4,Media,2025-01-23,2025,1,2025-02-24,2064,5.4
AI13313,Ai Product Manager,206664,High,Hybrid,Ex,Ft,France,France,Cloud Ai Solutions,S,50,Eur,Not Provided,"Spark, NLP, SQL, Azure",Bachelor,18,Energy,2025-02-04,2025,2,2025-02-26,1136,5.6
AI13314,Robotics Engineer,124572,High,On-site,Se,Fl,Sweden,Sweden,Ai Innovations,L,0,Usd,Not Provided,"Kubernetes, Spark, Tableau, Python",Associate,7,Finance,2024-04-29,2024,4,2024-06-04,1539,5.0
AI13315,Research Scientist,145491,High,Hybrid,Se,Ft,Norway,Norway,Autonomous Tech,M,50,Usd,Not Provided,"GCP, Scala, NLP, Tableau, SQL",PhD,8,Gaming,2024-02-25,2024,2,2024-04-01,693,9.6
AI13316,Ai Architect,214511,High,Fully Remote,Ex,Ct,Canada,Canada,Datavision Ltd,M,100,Usd,Not Provided,"Git, SQL, PyTorch, Docker",Associate,16,Healthcare,2024-07-25,2024,7,2024-09-26,1382,5.6
AI13317,Nlp Engineer,40275,Low,On-site,En,Fl,Japan,Japan,Machine Intelligence Group,S,0,Usd,Not Provided,"Scala, Git, Spark",Bachelor,0,Government,2024-08-13,2024,8,2024-09-30,531,5.2
AI13318,Nlp Engineer,55441,Mid,Hybrid,Mi,Pt,Israel,Israel,Algorithmic Solutions,M,50,Usd,Not Provided,"Linux, Tableau, MLOps, Docker",PhD,3,Media,2024-10-06,2024,10,2024-10-25,644,6.3
AI13319,Machine Learning Engineer,82950,Mid,Hybrid,Se,Pt,China,China,Datavision Ltd,M,50,Usd,Not Provided,"Scala, AWS, MLOps, Computer Vision, Python",Bachelor,7,Technology,2024-01-19,2024,1,2024-02-09,951,5.3
AI13320,Ai Research Scientist,42869,Low,On-site,En,Pt,Israel,Israel,Digital Transformation Llc,L,0,Usd,Not Provided,"Linux, R, Data Visualization, Spark",Bachelor,0,Real Estate,2024-04-23,2024,4,2024-05-31,1958,9.1
AI13321,Head Of Ai,160599,High,Fully Remote,Se,Fl,Denmark,Denmark,Neural Networks Co,L,100,Usd,Not Provided,"Tableau, TensorFlow, Git, Docker, R",Master,7,Finance,2024-01-26,2024,1,2024-03-11,1129,9.8
AI13322,Principal Data Scientist,203402,High,Hybrid,Ex,Pt,Germany,Germany,Cognitive Computing,S,50,Eur,Not Provided,"GCP, SQL, Spark, R",PhD,17,Healthcare,2024-09-28,2024,9,2024-11-04,1141,9.7
AI13323,Ml Ops Engineer,94231,Mid,Hybrid,Se,Ct,China,China,Algorithmic Solutions,M,50,Usd,Not Provided,"Tableau, Java, TensorFlow, Git",Master,8,Retail,2024-05-14,2024,5,2024-07-25,1740,8.2
AI13324,Computer Vision Engineer,184260,High,On-site,Ex,Pt,Japan,Japan,Advanced Robotics,L,0,Usd,Not Provided,"Python, TensorFlow, Hadoop, Deep Learning, Statistics",Bachelor,13,Manufacturing,2024-12-30,2024,12,2025-03-11,1259,9.7
AI13325,Machine Learning Engineer,181510,High,On-site,Ex,Ft,Germany,Germany,Machine Intelligence Group,M,0,Eur,Not Provided,"Mathematics, Linux, Tableau, MLOps",PhD,14,Manufacturing,2025-01-09,2025,1,2025-02-06,778,8.6
AI13326,Ai Architect,46602,Low,Hybrid,En,Pt,Canada,Canada,Predictive Systems,S,50,Usd,Not Provided,"Spark, PyTorch, Java, TensorFlow",Master,0,Government,2024-03-21,2024,3,2024-04-09,817,9.5
AI13327,Ai Consultant,161568,High,Hybrid,Ex,Ft,Australia,Australia,Advanced Robotics,S,50,Usd,Not Provided,"AWS, SQL, Azure, Git",PhD,15,Telecommunications,2024-06-06,2024,6,2024-06-27,1682,6.6
AI13328,Ai Consultant,41475,Low,Hybrid,En,Ct,India,India,Deeptech Ventures,S,50,Usd,Not Provided,"MLOps, NLP, GCP, Hadoop, Tableau",PhD,1,Technology,2024-02-23,2024,2,2024-04-03,981,9.2
AI13329,Ai Research Scientist,118452,High,Hybrid,En,Pt,Norway,Norway,Machine Intelligence Group,L,50,Usd,Not Provided,"GCP, Deep Learning, Python, Mathematics",Associate,1,Government,2025-01-12,2025,1,2025-02-28,1055,7.2
AI13330,Autonomous Systems Engineer,273986,High,Fully Remote,Ex,Pt,United States,Netherlands,Techcorp Inc,M,100,Usd,Not Provided,"Linux, Kubernetes, Python, TensorFlow, PyTorch",Master,16,Healthcare,2025-03-06,2025,3,2025-04-12,2374,5.5
AI13331,Nlp Engineer,90972,Mid,Hybrid,Se,Ft,India,Switzerland,Quantum Computing Inc,L,50,Usd,Not Provided,"Linux, Python, Mathematics",Associate,6,Technology,2024-01-30,2024,1,2024-03-08,1148,5.9
AI13332,Ml Ops Engineer,76781,Mid,On-site,Se,Pt,India,India,Algorithmic Solutions,S,0,Usd,Not Provided,"Computer Vision, PyTorch, R, Azure",Bachelor,9,Consulting,2024-05-07,2024,5,2024-06-19,1556,6.6
AI13333,Computer Vision Engineer,49582,Low,On-site,En,Pt,Sweden,Finland,Quantum Computing Inc,S,0,Usd,Not Provided,"Kubernetes, Linux, Mathematics, R, Tableau",Master,0,Manufacturing,2024-11-17,2024,11,2024-12-07,1018,5.0
AI13334,Nlp Engineer,56890,Mid,Hybrid,En,Ct,South Korea,South Korea,Algorithmic Solutions,L,50,Usd,Not Provided,"Hadoop, Docker, Kubernetes, Scala, Linux",Master,0,Manufacturing,2024-06-07,2024,6,2024-08-19,1349,7.3
AI13335,Ai Architect,71854,Mid,Fully Remote,Mi,Pt,Ireland,Ireland,Deeptech Ventures,M,100,Usd,Not Provided,"Python, Tableau, Mathematics, Spark",Master,2,Real Estate,2024-10-21,2024,10,2024-11-24,748,9.2
AI13336,Ml Ops Engineer,69898,Mid,Fully Remote,Mi,Ft,Ireland,Ireland,Neural Networks Co,S,100,Usd,Not Provided,"Python, TensorFlow, AWS, SQL, Mathematics",Master,2,Consulting,2025-02-04,2025,2,2025-04-05,1997,6.9
AI13337,Nlp Engineer,74856,Mid,Fully Remote,En,Ft,Switzerland,India,Smart Analytics,M,100,Usd,Not Provided,"Java, Linux, R",Master,1,Media,2024-07-14,2024,7,2024-08-12,1037,7.2
AI13338,Autonomous Systems Engineer,33376,Low,On-site,En,Fl,Finland,Austria,Quantum Computing Inc,S,0,Usd,Not Provided,"Git, GCP, Kubernetes",Associate,0,Media,2025-02-15,2025,2,2025-03-27,1403,7.1
AI13339,Ai Consultant,67692,Mid,Fully Remote,Mi,Fl,South Korea,South Korea,Future Systems,S,100,Usd,Not Provided,"Scala, Kubernetes, Python",Associate,3,Healthcare,2024-06-28,2024,6,2024-08-01,2346,6.9
AI13340,Research Scientist,83792,Mid,On-site,En,Ct,Norway,United States,Predictive Systems,L,0,Usd,Not Provided,"Python, TensorFlow, Docker, Linux",Bachelor,1,Healthcare,2024-01-13,2024,1,2024-03-14,884,8.1
AI13341,Machine Learning Engineer,251856,High,Hybrid,Ex,Ct,Singapore,Singapore,Algorithmic Solutions,L,50,Usd,Not Provided,"TensorFlow, Docker, Scala, Azure",Bachelor,19,Energy,2024-12-17,2024,12,2025-02-27,1249,8.2
AI13342,Ml Ops Engineer,62700,Mid,Hybrid,Mi,Fl,China,China,Future Systems,L,50,Usd,Not Provided,"Python, Data Visualization, Docker, TensorFlow, Kubernetes",Master,4,Energy,2024-12-17,2024,12,2025-01-11,1799,7.8
AI13343,Ai Software Engineer,72727,Mid,Fully Remote,Mi,Ct,South Korea,Austria,Deeptech Ventures,M,100,Usd,Not Provided,"Hadoop, Python, AWS",PhD,3,Telecommunications,2024-02-06,2024,2,2024-03-30,1433,7.1
AI13344,Data Scientist,187328,High,Hybrid,Se,Ct,Denmark,India,Machine Intelligence Group,M,50,Usd,Not Provided,"Computer Vision, SQL, Python",Bachelor,5,Finance,2024-05-25,2024,5,2024-06-23,676,7.2
AI13345,Ai Architect,102380,High,Fully Remote,Se,Ct,Finland,Denmark,Digital Transformation Llc,M,100,Usd,Not Provided,"R, Docker, Tableau, Hadoop, Kubernetes",PhD,7,Real Estate,2024-08-29,2024,8,2024-09-30,1901,9.9
AI13346,Ai Consultant,95614,Mid,Hybrid,Se,Fl,India,India,Neural Networks Co,M,50,Usd,Not Provided,"Computer Vision, Scala, Tableau, SQL, PyTorch",Master,8,Government,2024-12-30,2024,12,2025-01-15,2006,8.4
AI13347,Deep Learning Engineer,139132,High,On-site,Ex,Ct,Austria,Austria,Machine Intelligence Group,S,0,Usd,Not Provided,"Statistics, Mathematics, Kubernetes, Linux",Associate,16,Energy,2024-11-18,2024,11,2024-12-04,1380,9.9
AI13348,Ai Research Scientist,96538,Mid,Fully Remote,Mi,Ct,Sweden,Sweden,Advanced Robotics,S,100,Usd,Not Provided,"TensorFlow, Scala, Kubernetes, Mathematics, SQL",Bachelor,3,Energy,2024-08-11,2024,8,2024-10-20,1781,5.1
AI13349,Ai Software Engineer,75110,Mid,Fully Remote,Mi,Fl,India,India,Datavision Ltd,M,100,Usd,Not Provided,"Statistics, Linux, MLOps, Scala",Bachelor,4,Retail,2024-01-13,2024,1,2024-01-31,865,5.7
AI13350,Machine Learning Engineer,79731,Mid,On-site,Se,Fl,Ireland,Israel,Autonomous Tech,S,0,Usd,Not Provided,"Git, Deep Learning, Tableau, Docker",Bachelor,8,Retail,2024-09-28,2024,9,2024-10-13,1557,8.1
AI13351,Autonomous Systems Engineer,222682,High,Hybrid,Ex,Ct,United States,Sweden,Advanced Robotics,S,50,Usd,Not Provided,"Git, Azure, Scala, Mathematics",PhD,19,Government,2025-03-05,2025,3,2025-04-29,1174,8.9
AI13352,Machine Learning Engineer,265687,High,Hybrid,Ex,Pt,Norway,Norway,Digital Transformation Llc,S,50,Usd,Not Provided,"Kubernetes, Azure, SQL, Linux",Bachelor,13,Transportation,2024-09-27,2024,9,2024-10-19,1973,8.1
AI13353,Ai Product Manager,332938,High,Hybrid,Ex,Fl,Denmark,China,Cloud Ai Solutions,L,50,Usd,Not Provided,"Tableau, TensorFlow, Spark, GCP, NLP",PhD,18,Real Estate,2024-04-26,2024,4,2024-05-14,1529,9.0
AI13354,Research Scientist,48616,Low,Hybrid,En,Ct,Japan,Japan,Predictive Systems,M,50,Usd,Not Provided,"Java, R, Mathematics",Associate,1,Media,2024-02-29,2024,2,2024-04-16,1329,9.3
AI13355,Nlp Engineer,176147,High,On-site,Se,Ct,United States,United States,Neural Networks Co,L,0,Usd,Not Provided,"Computer Vision, AWS, Java, R, Mathematics",PhD,9,Healthcare,2024-06-30,2024,6,2024-07-17,1957,7.1
AI13356,Head Of Ai,231006,High,Fully Remote,Ex,Ft,Sweden,South Korea,Future Systems,L,100,Usd,Not Provided,"PyTorch, Docker, Deep Learning, Scala, Git",Master,12,Manufacturing,2024-11-27,2024,11,2025-01-20,2474,7.3
AI13357,Deep Learning Engineer,233292,High,On-site,Ex,Ft,Australia,Australia,Smart Analytics,L,0,Usd,Not Provided,"Kubernetes, SQL, NLP, Java, TensorFlow",PhD,13,Finance,2024-02-06,2024,2,2024-04-07,843,6.6
AI13358,Ai Software Engineer,320067,High,Hybrid,Ex,Ct,Switzerland,Sweden,Neural Networks Co,M,50,Usd,Not Provided,"Azure, Docker, Hadoop, Computer Vision",Master,18,Education,2024-03-09,2024,3,2024-03-27,1767,7.4
AI13359,Ai Software Engineer,95405,Mid,Fully Remote,Ex,Ct,Ireland,Ireland,Algorithmic Solutions,S,100,Usd,Not Provided,"Mathematics, Linux, Deep Learning, SQL, R",Master,18,Real Estate,2024-12-25,2024,12,2025-03-08,1854,5.2
AI13360,Ml Ops Engineer,113185,High,On-site,Se,Fl,United States,United States,Algorithmic Solutions,S,0,Usd,Not Provided,"Scala, SQL, R, Java",Associate,6,Education,2024-04-28,2024,4,2024-05-27,942,7.3
AI13361,Ai Research Scientist,97208,Mid,Fully Remote,Se,Pt,Austria,Austria,Ai Innovations,M,100,Usd,Not Provided,"GCP, MLOps, Scala, Deep Learning, Git",Bachelor,8,Healthcare,2024-05-12,2024,5,2024-05-27,2498,8.0
AI13362,Data Analyst,95072,Mid,Hybrid,Se,Ct,Israel,Israel,Smart Analytics,L,50,Usd,Not Provided,"Mathematics, Scala, Java",PhD,7,Consulting,2025-04-12,2025,4,2025-05-21,1155,9.9
AI13363,Ai Architect,103872,High,On-site,Se,Ft,South Korea,South Korea,Autonomous Tech,L,0,Usd,Not Provided,"Git, Scala, Data Visualization",Master,8,Education,2024-12-10,2024,12,2025-01-12,1174,6.7
AI13364,Ai Consultant,189337,High,Hybrid,Ex,Pt,United Kingdom,United Kingdom,Techcorp Inc,S,50,Gbp,Not Provided,"TensorFlow, Java, Computer Vision",Master,19,Transportation,2024-12-08,2024,12,2025-01-12,1978,6.3
AI13365,Robotics Engineer,146293,High,On-site,Mi,Ft,Switzerland,Israel,Cognitive Computing,M,0,Usd,Not Provided,"Azure, Scala, AWS",PhD,4,Energy,2024-01-19,2024,1,2024-03-08,1076,9.3
AI13366,Robotics Engineer,129231,High,On-site,Se,Ct,Netherlands,Netherlands,Autonomous Tech,L,0,Eur,Not Provided,"SQL, Scala, Spark",Master,8,Consulting,2024-01-17,2024,1,2024-02-05,1943,8.0
AI13367,Robotics Engineer,118882,High,Fully Remote,Se,Fl,Israel,Israel,Cloud Ai Solutions,L,100,Usd,Not Provided,"Docker, Spark, Hadoop, Git",PhD,6,Retail,2025-01-30,2025,1,2025-02-22,813,8.5
AI13368,Machine Learning Engineer,76280,Mid,Fully Remote,Mi,Ct,China,Ireland,Advanced Robotics,L,100,Usd,Not Provided,"Java, Tableau, SQL",PhD,4,Energy,2024-08-16,2024,8,2024-10-13,1139,7.1
AI13369,Machine Learning Engineer,119211,High,Hybrid,Mi,Ct,Germany,Germany,Datavision Ltd,L,50,Eur,Not Provided,"Python, Kubernetes, Git, Scala",PhD,2,Education,2024-11-25,2024,11,2025-01-05,2407,5.2
AI13370,Data Scientist,254293,High,Hybrid,Ex,Pt,Norway,Norway,Neural Networks Co,S,50,Usd,Not Provided,"Hadoop, Deep Learning, GCP",Associate,12,Technology,2024-05-02,2024,5,2024-06-25,1195,5.1
AI13371,Nlp Engineer,170566,High,Fully Remote,Se,Ft,Singapore,Singapore,Techcorp Inc,L,100,Usd,Not Provided,"Scala, Python, Statistics, Deep Learning, AWS",Bachelor,7,Healthcare,2025-02-26,2025,2,2025-05-04,1827,7.4
AI13372,Ml Ops Engineer,233566,High,On-site,Ex,Pt,Singapore,Singapore,Cognitive Computing,L,0,Usd,Not Provided,"Python, TensorFlow, R",Bachelor,11,Transportation,2024-12-06,2024,12,2025-02-04,1199,9.6
AI13373,Ai Product Manager,90320,Mid,On-site,Se,Ct,Israel,South Korea,Cognitive Computing,S,0,Usd,Not Provided,"Mathematics, Docker, Tableau, Statistics, R",Master,9,Technology,2024-02-11,2024,2,2024-04-05,1373,6.6
AI13374,Deep Learning Engineer,154944,High,Fully Remote,Ex,Fl,China,China,Cloud Ai Solutions,M,100,Usd,Not Provided,"Kubernetes, Java, AWS, Docker",Associate,15,Government,2024-03-02,2024,3,2024-04-05,2232,8.5
AI13375,Data Analyst,86488,Mid,On-site,En,Fl,Switzerland,France,Predictive Systems,M,0,Usd,Not Provided,"Docker, R, MLOps, NLP",PhD,1,Healthcare,2024-11-14,2024,11,2025-01-02,1573,9.0
AI13376,Data Analyst,103435,High,On-site,Mi,Ft,Sweden,Sweden,Neural Networks Co,L,0,Usd,Not Provided,"R, NLP, Mathematics, Computer Vision",Associate,2,Retail,2024-03-22,2024,3,2024-05-30,678,7.5
AI13377,Robotics Engineer,75157,Mid,Fully Remote,Mi,Ct,China,China,Quantum Computing Inc,M,100,Usd,Not Provided,"Tableau, Hadoop, Kubernetes, Linux, Spark",Associate,4,Telecommunications,2024-06-28,2024,6,2024-08-28,1739,8.7
AI13378,Ai Specialist,191632,High,Fully Remote,Se,Fl,Switzerland,Switzerland,Autonomous Tech,L,100,Usd,Not Provided,"Spark, SQL, Data Visualization, GCP, Python",Bachelor,5,Consulting,2024-01-18,2024,1,2024-03-03,1334,7.9
AI13379,Research Scientist,40697,Low,Fully Remote,En,Pt,Austria,Finland,Neural Networks Co,M,100,Usd,Not Provided,"TensorFlow, Hadoop, Python, Docker, Java",PhD,0,Consulting,2024-04-25,2024,4,2024-06-04,950,7.6
AI13380,Autonomous Systems Engineer,191488,High,Hybrid,Ex,Ct,France,Australia,Quantum Computing Inc,M,50,Eur,Not Provided,"Data Visualization, R, Tableau, SQL, PyTorch",Associate,11,Retail,2024-09-27,2024,9,2024-10-11,2319,6.4
AI13381,Data Engineer,56987,Mid,On-site,En,Ct,Netherlands,Netherlands,Predictive Systems,S,0,Eur,Not Provided,"R, Scala, Mathematics, Python, SQL",PhD,0,Automotive,2024-02-16,2024,2,2024-04-26,2154,6.9
AI13382,Computer Vision Engineer,45432,Low,Fully Remote,En,Fl,France,Austria,Cognitive Computing,S,100,Eur,Not Provided,"Mathematics, Git, Python",Master,1,Finance,2024-09-27,2024,9,2024-11-30,1606,8.8
AI13383,Computer Vision Engineer,125757,High,Fully Remote,Mi,Ct,Norway,Norway,Future Systems,S,100,Usd,Not Provided,"Scala, Java, MLOps",PhD,3,Telecommunications,2024-03-20,2024,3,2024-04-07,1946,7.5
AI13384,Research Scientist,178868,High,Fully Remote,Ex,Ft,France,Japan,Digital Transformation Llc,L,100,Eur,Not Provided,"Linux, Data Visualization, Python, Git, R",PhD,14,Consulting,2024-03-07,2024,3,2024-05-05,2185,8.4
AI13385,Ai Software Engineer,195312,High,On-site,Ex,Pt,Sweden,Sweden,Predictive Systems,S,0,Usd,Not Provided,"Spark, Python, Statistics",Master,17,Government,2024-10-30,2024,10,2024-12-10,512,8.8
AI13386,Research Scientist,59596,Mid,Fully Remote,En,Ct,Denmark,Denmark,Cognitive Computing,S,100,Usd,Not Provided,"SQL, Docker, PyTorch, Kubernetes",Bachelor,0,Automotive,2024-03-23,2024,3,2024-05-12,1251,8.3
AI13387,Ai Consultant,45161,Low,Hybrid,En,Fl,Ireland,Ireland,Autonomous Tech,S,50,Usd,Not Provided,"Kubernetes, Hadoop, Data Visualization",Master,1,Consulting,2025-01-28,2025,1,2025-02-16,1505,6.0
AI13388,Research Scientist,40786,Low,Fully Remote,En,Fl,China,China,Ai Innovations,S,100,Usd,Not Provided,"Azure, Python, Git, Spark",Bachelor,0,Automotive,2024-12-27,2024,12,2025-02-10,2424,7.6
AI13389,Nlp Engineer,82410,Mid,On-site,Mi,Ft,France,France,Advanced Robotics,L,0,Eur,Not Provided,"TensorFlow, Java, NLP",Master,3,Real Estate,2024-12-16,2024,12,2025-02-22,2086,8.4
AI13390,Ai Product Manager,91606,Mid,On-site,Mi,Ct,Singapore,Singapore,Smart Analytics,S,0,Usd,Not Provided,"Kubernetes, Data Visualization, Azure",Associate,4,Media,2024-05-10,2024,5,2024-06-02,598,9.5
AI13391,Data Engineer,88745,Mid,Hybrid,Se,Ct,India,India,Future Systems,M,50,Usd,Not Provided,"Hadoop, Computer Vision, MLOps, Linux",Bachelor,5,Technology,2024-10-27,2024,10,2024-11-14,1721,5.7
AI13392,Autonomous Systems Engineer,133623,High,Fully Remote,Mi,Ct,Singapore,Singapore,Cloud Ai Solutions,L,100,Usd,Not Provided,"Python, Azure, MLOps",Master,3,Automotive,2025-03-22,2025,3,2025-04-24,1904,8.0
AI13393,Ai Architect,138640,High,Fully Remote,Ex,Pt,Austria,Austria,Digital Transformation Llc,S,100,Usd,Not Provided,"SQL, Azure, Hadoop, GCP, Git",Bachelor,15,Gaming,2025-02-10,2025,2,2025-04-08,549,6.2
AI13394,Ai Research Scientist,53956,Mid,Fully Remote,En,Pt,Japan,Japan,Future Systems,L,100,Usd,Not Provided,"Deep Learning, Python, Java",Master,1,Transportation,2024-08-25,2024,8,2024-10-13,645,6.5
AI13395,Machine Learning Researcher,242611,High,Fully Remote,Ex,Ct,Switzerland,Switzerland,Digital Transformation Llc,M,100,Usd,Not Provided,"Computer Vision, Python, Scala, Azure",PhD,12,Consulting,2024-12-29,2024,12,2025-02-13,1566,7.5
AI13396,Data Scientist,68787,Mid,On-site,En,Ft,Canada,Canada,Deeptech Ventures,M,0,Usd,Not Provided,"R, Statistics, Mathematics, Deep Learning",Master,1,Healthcare,2024-10-04,2024,10,2024-11-25,1370,7.7
AI13397,Deep Learning Engineer,284377,High,Hybrid,Ex,Fl,Norway,Ireland,Advanced Robotics,M,50,Usd,Not Provided,"Python, Linux, AWS",Master,17,Consulting,2024-01-09,2024,1,2024-02-22,802,6.8
AI13398,Data Scientist,134019,High,Fully Remote,Se,Pt,United States,United States,Autonomous Tech,M,100,Usd,Not Provided,"Spark, GCP, Python",PhD,7,Automotive,2024-12-03,2024,12,2025-01-10,634,9.6
AI13399,Ai Architect,42322,Low,On-site,En,Fl,India,India,Ai Innovations,M,0,Usd,Not Provided,"R, Kubernetes, Docker, Azure, AWS",Bachelor,0,Automotive,2025-04-19,2025,4,2025-05-17,1957,8.7
